ds,y
2017-09-25,20.915555576483409
2017-09-26,18.911805580059687
2017-09-27,19.912083357572556
2017-09-28,21.91291669011116
2017-09-29,22.911111136277517
2017-09-30,23.910000026226044
2017-10-01,22.910000026226044
2017-10-02,20.910000026226044
2017-10-03,21.911527802546819
